,R2 Score,MAE,MSE,RMSE
exp_1,0.6715239962712558,10.813197983592907,295.3121499595565,17.184648671403107
exp_2,0.6655991420785698,10.965483626766694,300.6388143428819,17.338939250798532
exp_3,0.7023837348248763,10.591993609514935,267.5680967075412,16.357508878418535
exp_4,0.6928677016709828,10.974892042294295,276.1233646049288,16.61696014934527
exp_5,0.7133816477811978,8.877960011174304,257.6805637269541,16.05243170759353
exp_6,0.618742083278536,8.096821169049518,342.7650537574553,18.513915138550658
exp_7,0.7491728648304294,8.028953181388625,225.5029278068396,15.016754902669206
exp_8,0.7030039315447232,7.933000653282785,267.0105167788499,16.340456443406037
